id,x_pos,y_pos,dist0,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17,dist18,dist19,dist20,dist21,dist22,dist23,dist24,dist25,dist26,dist27,dist28,dist29,dist30,dist31,dist32,dist33,dist34,dist35,dist36,dist37,dist38,dist39,dist40,dist41,dist42,dist43,dist44,dist45,dist46,dist47,dist48,dist49,dist50,dist51,dist52,dist53,dist54,dist55,dist56,dist57,dist58,dist59,dist60,dist61,dist62,dist63,dist64,dist65,dist66,dist67,dist68,dist69,dist70,dist71,dist72,dist73,dist74,dist75,dist76,dist77,dist78,dist79,dist80,dist81,dist82,dist83,dist84,dist85,dist86,dist87,dist88,dist89,dist90,dist91,dist92,dist93,dist94,dist95,dist96,dist97,dist98,dist99,dist100,dist101,dist102,dist103,dist104,dist105,dist106,dist107,dist108,dist109,dist110,dist111,dist112,dist113,dist114,dist115,dist116,dist117,dist118,dist119,dist120,dist121,dist122,dist123,dist124,dist125,dist126,dist127,dist128,dist129,dist130,dist131,dist132,dist133,dist134,dist135,dist136,dist137,dist138,dist139,dist140,dist141,dist142,dist143,dist144,dist145,dist146,dist147,dist148,dist149,dist150,dist151,dist152,dist153,dist154,dist155,dist156,dist157,dist158,dist159,dist160,dist161,dist162,dist163,dist164,dist165,dist166,dist167,dist168,dist169,dist170,dist171,dist172,dist173,dist174,dist175,dist176,dist177,dist178,dist179,dist180,dist181,dist182,dist183,dist184,dist185,dist186,dist187,dist188,dist189,dist190,dist191,dist192,dist193,dist194,dist195,dist196,dist197,dist198,dist199,dist200,dist201,dist202,dist203,dist204,dist205,dist206,dist207,dist208,dist209,dist210,dist211,dist212,dist213,dist214,dist215,dist216,dist217,dist218,dist219,dist220,dist221,dist222,dist223,dist224,dist225,dist226,dist227,dist228,dist229,dist230,dist231,dist232,dist233,dist234,dist235,dist236,dist237,dist238,dist239,dist240,dist241,dist242,dist243,dist244,dist245,dist246,dist247,dist248,dist249,dist250,dist251,dist252,dist253,dist254,dist255,dist256,dist257,dist258,dist259,dist260,dist261,dist262,dist263,dist264,dist265,dist266,dist267,dist268,dist269,dist270,dist271,dist272,dist273,dist274,dist275,dist276,dist277,dist278,dist279,dist280,dist281,dist282,dist283,dist284,dist285,dist286,dist287,dist288,dist289,dist290,dist291,dist292,dist293,dist294,dist295,dist296,dist297,dist298,dist299
242,73,54,90,57,42,69,82,78,97,20,69,4,49,13,54,96,53,29,10,23,72,1,78,52,17,81,45,36,23,13,9,61,35,55,29,35,50,50,47,88,79,59,43,38,4,16,12,92,6,98,100,25,80,39,25,34,96,39,44,79,5,40,89,23,43,79,59,3,38,16,74,93,100,15,68,23,43,97,6,45,16,37,74,23,8,16,95,7,77,79,96,81,51,81,4,53,100,29,49,18,96,20,85,20,44,80,48,47,86,68,62,71,66,41,45,85,70,61,11,95,24,8,54,56,71,45,20,4,84,87,66,16,9,91,0,8,94,85,42,95,10,31,60,58,5,71,43,98,66,67,100,51,12,54,19,7,82,50,44,9,20,16,51,93,20,58,15,99,88,84,86,50,24,62,63,7,32,15,72,43,21,49,68,64,23,87,54,19,40,85,48,18,12,58,12,28,3,65,16,54,99,37,25,47,56,78,38,27,8,84,97,51,77,70,39,14,69,74,15,35,96,91,5,20,58,6,69,21,34,6,13,35,36,95,42,59,89,98,72,60,53,97,83,73,0,72,8,80,14,48,61,27,94,11,85,5,79,30,64,8,59,33,46,38,9,37,91,44,6,50,87,19,89,82,21,6,78,0,33,10,1,24,94,89,25,44,49,5,53,85,89,21,28,18,62,70,14,94,84,56,70,93
243,60,248,1,45,44,58,79,58,14,74,45,87,47,3,38,82,54,53,12,38,66,79,4,66,10,90,16,99,94,36,39,22,83,44,36,98,11,63,95,17,83,76,76,30,36,39,29,46,62,60,94,14,81,87,54,23,50,85,53,35,50,65,8,61,62,23,0,99,60,42,16,51,29,21,16,6,98,83,83,67,68,92,18,1,83,21,13,21,28,96,33,99,75,11,26,11,38,26,72,71,63,38,57,88,78,35,94,46,2,10,82,97,78,23,20,62,21,85,45,96,17,25,84,33,24,80,77,38,37,0,97,64,76,8,89,53,94,2,22,45,23,28,59,21,3,71,47,33,26,77,24,62,60,14,79,54,42,91,37,88,52,79,99,65,33,9,52,95,98,17,86,30,38,4,82,45,56,24,96,39,47,51,46,92,75,39,88,52,47,100,53,79,10,53,63,26,88,65,79,9,51,15,77,0,89,44,55,50,82,36,79,62,37,89,75,91,55,68,71,51,42,32,60,21,27,43,40,38,54,99,28,80,99,98,38,77,91,13,8,6,29,33,73,78,72,0,88,60,3,85,64,30,7,43,31,44,70,46,16,46,32,31,35,93,51,32,14,84,15,35,55,75,84,26,46,5,90,68,46,58,90,35,5,10,43,63,58,49,76,28,37,16,27,40,100,5,30,35,89,46,36,64
244,371,62,90,32,50,60,99,82,76,69,94,11,99,6,90,21,22,24,71,93,41,54,51,2,27,8,51,1,46,99,95,59,16,4,57,79,24,57,57,34,59,99,90,95,84,1,79,2,43,60,51,81,99,14,38,97,66,45,4,50,92,68,99,93,21,59,15,8,59,68,68,72,3,92,97,31,39,98,73,23,50,34,72,85,81,11,33,24,22,36,77,29,35,33,28,85,26,11,15,80,12,65,90,11,63,42,6,51,83,90,66,23,80,17,66,19,80,26,61,17,70,10,48,51,92,24,82,74,86,19,88,39,73,80,72,42,27,69,26,3,20,21,1,79,73,24,13,13,26,18,34,54,94,27,93,19,79,43,82,79,12,57,21,19,51,27,39,52,72,43,85,7,93,4,73,46,7,86,10,53,70,29,14,16,94,6,28,48,32,67,51,8,51,4,91,84,38,69,56,85,51,54,8,56,60,55,82,38,60,89,66,93,3,90,22,77,34,48,68,15,13,73,35,45,89,99,9,30,21,68,7,71,21,76,63,18,75,34,92,15,76,62,73,42,8,88,0,38,46,27,40,93,63,7,70,75,97,30,27,55,27,44,32,23,54,86,47,20,19,29,66,6,2,51,61,83,9,18,64,26,48,83,75,67,10,5,97,35,4,77,76,62,51,100,14,90,4,74,71,61,78,46
245,256,53,18,1,92,52,20,41,30,20,25,78,37,65,19,64,83,56,15,70,87,61,22,65,78,35,87,12,67,50,91,98,46,38,41,38,50,23,0,46,38,56,91,40,98,87,9,63,0,16,2,97,5,82,27,16,34,8,99,94,9,79,72,37,44,71,66,80,89,13,17,12,6,83,86,61,78,1,69,20,84,85,77,79,77,21,62,73,79,33,10,18,26,1,22,3,83,41,87,49,95,68,79,21,93,87,30,33,57,89,8,100,77,39,72,97,22,21,0,77,12,54,91,94,60,24,27,80,79,79,59,11,41,58,70,4,40,50,11,77,71,2,0,72,2,90,15,26,79,79,12,50,38,99,84,47,24,97,30,70,7,80,22,14,38,99,33,94,38,15,60,89,5,26,29,85,64,5,55,8,58,42,85,76,28,79,61,22,5,14,48,69,98,36,38,58,86,99,72,17,29,50,21,15,16,56,84,45,88,66,32,85,29,34,8,18,69,82,76,42,42,52,35,81,12,2,96,18,96,24,33,16,84,24,54,40,100,73,22,73,14,7,34,42,80,60,38,0,18,76,90,17,38,70,63,27,22,19,69,56,70,65,32,99,41,36,76,64,89,83,31,32,90,65,90,18,74,0,68,54,98,0,42,23,98,60,9,94,54,3,49,88,5,89,87,35,36,26,82,55,2,79
246,81,328,85,37,90,76,1,26,65,82,23,34,31,94,36,71,61,9,61,24,25,70,33,18,95,59,39,1,2,60,66,32,29,41,74,36,85,79,47,80,8,8,34,82,43,96,54,26,34,72,43,87,6,79,64,26,47,7,21,57,44,97,20,33,90,90,48,45,38,90,32,15,66,100,41,64,41,97,86,75,49,84,1,43,85,50,97,96,73,100,85,54,3,72,62,5,47,89,12,64,28,7,25,89,82,90,74,87,98,49,25,25,22,61,5,63,28,1,41,62,21,28,84,70,92,71,100,85,43,99,18,21,85,26,4,77,58,81,94,23,87,86,65,1,8,44,57,14,30,39,12,61,41,17,90,30,99,84,45,15,77,73,51,86,2,53,42,64,38,98,5,35,86,3,76,3,63,5,84,69,70,12,88,17,44,70,41,14,69,92,80,58,34,44,54,83,93,52,15,98,41,46,85,79,33,32,31,100,30,99,59,59,70,38,24,91,13,8,65,92,10,100,22,39,3,3,39,40,22,91,66,100,57,74,23,58,71,82,33,74,34,26,40,66,14,3,46,18,0,19,68,42,18,69,73,85,28,10,78,73,10,28,81,97,77,74,70,99,21,67,36,12,73,23,92,61,61,71,27,64,68,37,41,70,47,1,94,54,82,26,12,46,80,58,16,68,98,73,95,23,67,22
247,450,510,40,90,28,6,61,6,20,3,63,24,46,39,19,99,54,41,87,18,1,44,66,0,73,43,100,62,94,100,74,12,62,9,33,42,20,96,23,9,47,45,58,20,95,89,36,50,1,41,72,60,49,36,22,20,71,46,71,42,16,70,49,83,93,87,59,82,4,49,8,13,80,8,63,69,57,87,37,95,79,8,15,39,91,65,24,51,98,72,31,17,39,31,21,14,45,63,61,78,51,16,45,54,52,67,7,20,1,21,41,55,84,3,1,38,59,71,74,100,34,23,32,1,1,46,36,16,78,27,48,98,33,24,82,100,64,60,0,51,59,75,71,71,41,20,48,30,67,93,38,98,24,38,14,48,27,40,63,91,10,14,80,19,32,69,41,94,39,5,55,5,39,46,94,92,28,84,52,20,93,58,80,90,70,91,30,70,97,25,63,11,83,61,12,23,14,80,51,2,81,55,73,22,38,60,82,86,48,67,76,63,83,48,77,1,49,42,76,80,3,14,48,11,24,59,12,58,90,73,43,12,16,94,25,31,54,46,55,21,48,94,34,3,48,85,27,76,19,0,6,32,36,66,18,58,30,48,62,53,82,28,42,41,64,26,65,93,49,97,27,49,63,73,81,5,1,99,84,59,22,2,94,51,12,20,30,21,13,55,32,44,66,89,79,60,1,43,73,43,93,9
248,163,531,38,87,100,99,4,18,59,35,74,29,75,82,67,64,8,50,90,7,73,73,17,26,73,76,77,62,32,74,69,32,55,57,55,90,6,55,34,22,57,82,99,81,44,43,96,44,20,5,43,40,7,25,56,88,95,67,20,13,66,86,8,27,18,26,50,2,72,100,56,94,25,62,42,17,34,94,8,56,99,25,74,37,35,96,16,99,85,59,46,57,22,9,87,98,44,58,61,22,14,41,98,40,1,21,38,27,77,23,75,75,96,52,67,75,43,5,65,90,89,19,58,27,27,45,22,89,26,93,7,2,4,88,47,48,9,0,53,14,91,89,40,80,92,67,1,42,44,8,72,26,100,21,68,77,66,38,1,70,31,85,98,88,98,61,6,37,10,84,76,46,46,93,85,8,59,72,22,44,20,56,97,1,17,13,49,57,40,92,86,38,94,45,17,17,16,7,22,88,60,69,100,32,26,44,16,57,87,23,53,15,34,13,82,9,0,88,66,28,48,65,97,60,94,36,50,38,30,1,41,37,40,45,70,66,32,74,64,99,50,82,24,17,61,64,40,90,68,6,0,19,85,83,89,54,37,58,5,56,74,67,41,54,96,51,16,17,1,28,44,59,82,58,77,4,40,44,75,34,20,24,90,73,83,56,62,1,72,57,18,65,27,5,96,66,36,68,63,69,75,29
249,56,138,32,77,61,32,94,47,35,75,68,4,85,30,61,0,41,88,6,2,83,63,63,26,51,3,64,36,83,55,22,4,85,10,33,82,37,87,61,67,49,57,95,7,45,58,64,68,60,30,15,96,31,56,27,43,77,61,29,10,57,47,24,54,8,89,43,57,75,34,30,5,53,69,74,37,58,20,35,83,46,52,9,19,55,47,100,91,69,56,70,11,87,66,92,98,53,21,69,21,62,0,82,43,79,29,95,56,85,94,71,35,79,55,46,32,8,86,93,38,16,61,91,53,54,72,27,22,65,86,59,44,39,75,10,20,9,81,85,29,37,30,23,31,100,59,8,95,97,30,54,45,85,15,17,81,29,98,29,99,12,58,10,77,28,79,89,42,0,20,79,22,79,88,1,0,93,75,14,58,17,24,9,54,80,97,27,28,53,13,54,10,40,2,93,84,36,36,11,44,23,13,88,93,8,94,78,55,76,38,86,16,44,97,71,69,52,68,22,3,64,99,97,97,9,84,71,20,19,92,75,70,21,17,40,18,79,14,42,24,33,49,54,0,27,30,93,17,42,32,19,0,47,97,80,51,72,20,84,79,19,59,80,15,89,31,38,96,5,6,86,53,76,67,31,65,22,46,65,9,60,18,36,18,82,10,41,67,5,57,79,15,8,72,49,23,26,80,92,89,54,31
250,439,511,70,95,14,47,61,68,46,45,63,36,54,40,67,7,22,33,4,38,41,62,35,35,86,57,40,48,81,21,74,89,44,26,6,55,55,20,100,49,19,70,28,5,4,64,55,4,83,21,38,34,92,24,64,96,37,13,41,78,21,28,85,50,55,94,10,48,95,13,98,35,93,21,1,12,15,73,65,40,10,9,9,67,30,13,92,3,42,46,29,80,96,45,55,61,78,62,5,25,90,36,48,7,28,80,31,14,7,50,62,25,83,67,20,30,74,20,27,64,21,89,93,65,6,14,21,33,25,21,14,6,16,56,85,73,27,66,98,9,75,5,50,11,82,40,33,55,49,100,42,27,69,31,25,85,66,26,79,35,37,57,17,100,4,92,34,81,8,30,8,78,69,67,30,96,75,24,43,10,83,54,91,81,54,13,88,15,74,62,17,78,5,76,67,76,38,82,49,16,69,23,55,15,31,59,97,48,29,39,91,26,84,40,78,97,73,71,19,35,6,82,24,91,8,42,18,68,74,38,67,31,12,24,91,92,15,90,17,46,72,59,62,34,94,7,63,38,18,36,85,47,0,78,75,90,42,46,49,94,23,19,42,46,69,58,99,59,20,28,40,19,68,93,18,31,24,65,61,93,92,39,78,80,44,28,50,90,50,96,83,53,34,86,63,22,76,76,72,7,48,5
251,4,185,39,67,39,96,56,36,80,10,72,45,91,71,17,23,72,73,20,29,87,73,67,91,60,45,81,72,47,26,46,69,23,38,78,8,38,82,56,43,42,98,55,72,80,66,46,89,21,78,89,100,68,40,80,85,76,23,57,63,13,18,32,0,81,77,83,64,80,25,5,46,2,58,6,72,97,5,71,17,37,26,8,0,88,39,97,33,2,11,23,23,64,10,63,8,18,34,0,3,27,30,99,97,29,40,87,2,55,64,98,85,19,70,86,9,58,36,59,32,83,35,76,86,95,87,93,58,81,98,98,100,5,32,77,38,10,53,41,96,19,49,89,46,81,56,4,77,8,36,62,49,56,75,56,62,49,23,63,62,76,65,49,56,65,36,64,37,87,55,55,19,83,81,60,38,12,92,31,68,38,62,34,17,35,89,47,72,84,42,24,32,85,38,85,61,55,82,36,86,47,9,14,75,94,49,47,34,14,70,67,13,56,13,6,44,59,33,74,4,31,85,93,63,77,36,87,88,82,45,42,11,62,57,79,70,100,20,68,88,55,50,83,92,11,43,7,70,69,66,83,97,78,0,51,45,88,81,3,80,93,5,5,11,57,76,36,56,53,65,25,4,55,96,67,89,0,62,9,65,29,65,68,97,10,50,93,56,16,79,81,84,53,23,24,70,70,41,93,53,89,84
252,370,283,20,15,33,38,8,0,54,97,55,16,48,4,47,20,95,57,82,95,30,43,11,56,25,16,42,76,0,69,84,31,52,29,62,81,77,71,54,68,31,87,85,93,70,53,37,95,18,71,83,94,63,49,84,62,93,79,24,90,55,57,62,80,72,66,56,2,25,90,80,62,64,42,17,85,97,74,27,93,29,2,27,86,50,30,54,25,25,43,43,42,13,94,11,17,17,25,45,57,26,91,0,48,5,18,65,0,11,20,62,70,97,33,43,11,23,88,0,97,73,97,35,29,28,25,69,56,67,14,47,10,85,54,0,95,34,85,96,74,37,23,53,82,17,10,53,3,27,25,6,30,65,85,87,11,78,56,50,84,50,24,90,10,44,51,0,52,59,87,10,49,23,87,51,20,10,38,39,65,69,68,78,37,11,63,33,1,95,67,80,76,62,99,48,3,94,19,65,80,61,51,56,84,59,51,4,1,71,40,28,48,42,89,34,79,59,82,72,84,37,20,81,6,0,12,13,24,13,11,75,99,20,45,81,64,45,12,15,14,53,45,84,4,85,31,70,63,73,18,89,80,75,51,0,46,21,56,54,97,99,49,33,29,75,53,77,97,22,0,28,3,5,79,77,80,64,77,87,55,56,48,43,40,7,20,30,75,72,12,93,77,98,69,75,62,50,25,56,1,96,8
253,220,483,50,47,67,25,93,29,76,65,80,65,13,63,79,91,84,10,36,61,56,66,26,44,48,64,64,56,99,59,78,68,93,43,4,19,64,10,4,16,92,56,86,80,17,27,47,32,13,59,0,40,97,6,69,47,82,5,93,70,94,93,26,38,62,76,6,28,41,47,86,26,83,93,32,11,77,1,67,91,61,55,17,29,33,95,20,23,3,68,26,87,37,52,19,23,99,25,67,23,86,90,9,59,84,75,30,94,18,28,83,77,80,58,9,97,25,82,22,89,14,93,77,76,79,15,7,96,97,38,38,51,100,41,14,22,53,50,11,30,41,82,94,96,93,95,73,99,61,93,5,60,7,66,99,11,16,59,25,70,9,48,86,37,18,99,75,22,4,19,74,59,4,89,91,28,91,37,35,80,29,83,71,82,25,59,62,60,70,38,2,14,39,5,45,42,76,5,96,64,84,94,36,12,10,59,38,4,17,49,6,63,27,40,50,73,8,71,75,70,44,2,76,61,42,3,24,78,7,31,16,70,23,41,39,56,51,71,56,81,25,1,100,46,5,44,75,27,85,58,54,51,90,45,46,0,15,9,67,9,71,22,5,2,18,100,16,53,98,24,1,95,36,4,72,94,5,27,13,70,31,58,78,57,87,85,29,1,80,72,48,62,80,12,33,71,54,0,79,52,80,54
254,62,259,6,88,24,63,7,3,53,68,56,10,57,100,15,9,34,85,79,16,82,72,25,79,67,63,65,88,26,28,85,77,12,30,19,68,84,73,46,28,48,65,27,35,85,49,51,26,9,75,61,80,56,24,0,3,83,88,38,9,85,8,69,77,71,52,74,48,70,49,6,39,24,97,60,7,56,80,95,53,97,66,18,36,19,36,13,7,0,76,91,62,53,69,45,31,25,74,16,78,12,79,62,88,25,100,59,37,40,65,64,3,59,0,17,33,79,78,58,70,89,70,19,89,32,46,60,67,82,73,62,9,14,89,24,71,83,8,15,46,93,76,27,1,28,32,43,95,29,60,73,59,34,96,26,82,3,33,56,7,32,8,97,91,40,75,35,34,55,14,60,71,79,54,18,33,99,58,33,41,74,90,88,69,6,6,51,62,42,18,35,49,57,78,44,32,42,30,22,36,29,76,1,28,4,33,5,49,43,23,73,69,42,73,53,72,2,73,91,88,93,74,87,23,32,38,7,2,21,1,11,9,87,41,16,96,98,75,35,20,46,83,4,42,79,70,97,22,28,30,37,72,42,88,21,15,0,40,77,90,70,85,98,37,91,44,0,61,20,10,26,7,9,83,17,72,38,48,76,70,96,64,50,2,55,71,46,68,9,87,100,33,92,45,84,53,47,71,25,18,81,75
255,422,290,53,97,36,38,90,61,32,21,3,43,58,59,65,24,79,47,75,11,49,30,16,55,7,23,30,54,30,24,40,73,53,2,90,87,40,2,31,30,51,5,51,39,41,43,22,96,44,10,17,96,36,16,44,50,96,56,11,45,90,60,7,46,39,52,33,12,21,19,75,42,74,29,95,25,95,54,16,83,31,31,5,14,90,80,12,10,60,4,81,45,26,48,32,11,2,65,50,74,8,65,7,86,14,40,68,27,50,97,60,27,1,10,96,18,31,63,25,79,92,76,80,81,73,2,2,62,57,86,4,39,41,74,86,28,38,97,5,19,37,12,12,32,33,2,3,9,90,35,7,20,83,14,84,63,24,8,97,63,62,61,39,90,23,76,83,8,83,49,59,75,94,69,88,52,1,0,97,71,25,26,85,62,1,38,37,6,94,43,13,82,7,2,70,48,64,16,53,37,10,0,51,15,49,60,11,89,76,18,42,50,75,0,30,23,92,52,61,63,31,88,70,11,10,40,39,56,41,61,21,52,76,68,65,99,3,87,97,96,61,2,43,97,30,46,30,19,10,48,58,20,46,81,56,9,40,0,69,10,66,47,87,96,56,79,67,83,92,60,54,42,18,33,76,2,20,88,66,50,47,76,31,29,42,48,75,21,26,100,95,7,28,87,59,13,31,24,49,76,6,4
256,106,91,92,60,27,24,24,89,67,37,9,74,73,10,91,44,95,58,33,40,47,75,47,25,74,78,27,84,6,42,62,64,60,80,84,19,55,27,47,40,58,62,13,40,75,69,13,95,5,82,94,45,51,73,84,43,83,80,20,51,0,16,16,84,8,20,99,97,51,38,38,53,66,26,79,20,49,22,27,52,28,73,14,37,87,7,87,12,25,67,74,28,16,86,83,44,10,21,81,53,88,54,23,7,39,13,49,95,80,56,43,53,33,55,57,32,71,19,21,77,44,12,31,53,49,54,5,27,70,69,99,7,26,43,16,55,79,86,35,20,10,89,93,66,2,92,34,31,40,94,76,93,31,27,1,72,94,46,80,35,3,53,42,46,28,33,58,32,69,50,26,60,70,36,4,11,90,78,91,88,12,81,56,29,91,81,81,94,86,33,60,87,60,86,77,89,94,42,44,22,6,37,87,31,61,53,54,100,57,44,65,36,30,94,39,7,80,38,44,71,32,7,57,66,60,78,6,48,58,3,71,57,82,98,81,32,98,97,53,67,28,51,31,58,64,16,27,69,78,62,5,84,49,3,54,67,77,69,0,40,52,51,29,75,31,3,17,99,74,8,62,9,13,11,24,33,19,13,53,20,64,32,17,51,94,71,40,98,25,24,94,24,35,81,90,39,90,2,32,16,31,75
257,280,81,48,26,68,61,25,46,96,62,18,59,65,19,56,79,24,31,13,1,10,0,73,31,99,47,59,84,90,13,23,59,84,32,93,5,71,62,87,100,40,27,14,88,55,20,79,15,24,35,96,61,70,54,8,43,53,3,86,43,7,100,78,80,11,31,28,26,96,93,82,24,60,19,28,49,57,35,57,32,3,86,14,19,31,52,24,23,33,93,20,59,85,18,63,83,89,17,49,56,27,45,88,19,90,96,85,20,9,32,27,45,83,44,42,2,23,11,5,75,96,74,28,17,90,39,87,11,22,86,16,17,41,32,63,95,88,6,25,63,67,90,33,38,19,42,83,64,21,1,95,19,82,49,81,26,12,73,81,81,9,16,84,25,95,97,75,93,44,41,100,87,52,92,95,58,16,12,13,59,88,58,100,65,67,27,94,39,82,14,88,32,84,81,98,93,45,37,94,53,19,68,6,6,20,0,76,32,66,72,2,38,24,60,58,64,49,79,82,82,61,98,23,38,35,65,99,60,33,41,93,27,40,51,18,57,7,86,53,20,9,31,68,20,8,46,55,56,73,53,56,79,94,80,97,9,90,10,40,0,49,47,96,46,67,11,20,86,0,52,74,74,6,21,58,15,83,3,17,83,27,91,36,11,54,69,2,42,31,65,11,49,23,50,54,33,58,78,80,34,0,87
258,133,386,9,58,31,10,65,42,71,82,84,6,88,20,84,80,30,6,87,8,14,89,60,0,54,4,35,62,52,27,26,36,43,90,89,96,73,15,53,23,36,61,39,92,79,32,37,79,51,78,23,20,28,28,73,34,19,11,8,43,31,66,83,31,91,75,30,7,48,10,28,58,30,74,23,35,54,60,0,30,73,61,61,86,67,59,4,33,49,98,38,29,35,78,62,80,33,44,43,48,39,92,60,58,15,51,30,73,55,86,38,53,5,27,55,3,21,51,47,67,30,10,67,14,40,58,78,26,52,55,10,7,71,12,69,6,54,65,55,52,81,87,66,61,8,6,38,91,66,27,48,83,27,90,58,41,70,83,71,74,40,95,21,40,100,78,23,81,66,4,12,68,21,53,40,92,40,52,11,6,8,74,33,93,54,13,35,88,29,63,80,30,98,65,72,4,7,5,36,65,32,99,22,5,27,97,37,66,82,60,31,80,57,30,97,97,38,98,78,31,30,52,67,27,49,48,5,71,8,20,42,99,43,16,17,66,51,9,14,92,9,40,46,50,59,32,27,70,10,82,74,19,23,93,99,71,70,66,52,49,0,31,89,68,0,58,15,59,78,46,88,26,14,97,0,75,84,3,29,61,95,53,32,18,48,44,60,93,81,55,10,98,36,41,50,55,51,42,91,6,59,61
259,426,528,77,97,41,98,65,10,39,44,27,99,41,77,6,31,43,59,64,61,64,86,89,51,12,33,9,91,30,48,32,19,98,56,92,26,78,73,27,41,34,45,39,37,72,71,25,59,28,72,79,88,14,47,98,15,65,41,33,58,90,18,6,80,93,9,19,81,0,38,52,79,99,71,0,77,23,8,28,76,24,34,62,91,20,10,64,90,31,51,63,50,52,69,33,10,1,74,31,21,2,43,66,73,39,19,91,56,82,60,89,75,40,66,21,0,83,59,62,44,7,60,48,81,61,78,39,50,86,39,89,36,44,57,94,77,76,45,6,70,46,8,77,43,3,98,31,17,12,21,36,44,75,61,7,3,52,56,89,74,56,57,90,6,77,100,79,44,26,40,20,31,42,94,17,14,48,5,83,35,69,76,78,4,94,63,25,88,69,65,32,21,41,27,35,37,88,17,79,36,89,88,44,74,86,3,9,82,27,19,10,100,60,99,68,51,33,22,13,54,82,69,91,44,55,80,83,60,12,5,97,40,33,96,22,54,72,41,42,45,3,79,81,80,33,31,44,65,28,28,67,59,19,5,49,22,85,47,51,47,31,0,37,98,87,96,6,100,13,89,97,91,75,7,81,62,57,30,27,83,37,94,10,4,66,56,98,1,41,72,98,61,45,87,27,25,100,50,42,12,39,69
260,380,214,72,46,64,42,68,17,29,55,53,9,98,62,89,70,89,33,3,0,39,44,88,29,11,91,32,36,93,9,91,91,30,58,81,55,23,85,18,27,89,36,12,3,38,44,60,14,77,50,94,98,72,0,82,35,82,56,33,39,75,42,57,66,61,70,14,64,88,79,37,26,36,96,62,7,37,81,18,72,54,79,7,63,68,23,27,67,43,21,84,42,80,87,27,4,83,67,87,42,37,38,73,29,92,12,98,22,38,78,67,96,77,8,77,2,61,37,79,93,73,19,34,79,46,7,94,23,71,47,46,85,44,45,82,92,96,69,50,39,19,76,93,37,60,54,38,90,94,35,89,73,39,89,96,61,97,76,63,4,93,83,37,25,94,8,61,48,73,88,90,90,60,20,39,74,7,86,44,62,34,23,64,72,73,61,92,94,80,77,31,7,17,52,49,76,26,11,0,17,59,22,12,89,47,86,10,1,76,36,100,98,27,29,72,22,84,40,45,67,99,15,94,19,59,68,86,63,43,75,72,36,58,40,46,75,65,42,39,70,34,3,93,73,46,35,32,32,81,42,41,80,42,5,33,5,98,87,29,96,89,37,0,90,62,24,13,26,88,44,82,58,65,89,10,97,10,83,2,94,40,7,95,81,45,36,40,44,71,41,34,3,76,66,39,13,7,33,96,32,48,26
261,292,431,93,25,85,37,58,18,48,76,85,96,62,62,89,33,64,4,26,71,44,47,34,85,37,72,81,98,39,82,36,45,93,71,44,49,91,24,34,61,15,44,84,40,25,7,79,48,92,78,26,81,24,4,51,83,58,73,54,32,55,97,13,85,22,83,94,86,50,59,71,20,78,53,8,12,96,93,84,24,16,53,21,71,95,89,70,22,64,85,91,2,3,79,76,41,54,98,91,87,9,39,62,41,26,7,39,63,37,86,84,63,87,75,5,59,69,84,21,20,39,1,76,25,53,86,59,22,47,37,95,55,30,59,40,96,42,91,53,47,74,56,43,28,38,31,30,55,57,92,76,47,17,3,66,24,21,46,70,81,42,19,61,41,22,19,41,76,89,53,46,94,81,59,10,35,31,87,67,0,86,32,61,79,60,16,60,73,53,43,0,95,94,39,40,80,50,3,38,78,30,80,93,40,7,36,94,54,80,72,58,86,76,36,21,47,47,36,34,13,11,16,100,22,94,67,65,97,17,73,7,16,2,51,87,100,52,73,18,100,86,83,36,60,38,93,23,99,97,41,54,15,46,11,29,2,37,96,75,46,68,98,90,0,50,71,64,46,83,20,6,34,11,12,44,16,98,7,54,26,62,80,39,100,64,84,16,1,24,87,67,74,8,37,95,7,41,93,58,45,20,74
262,332,324,89,84,71,64,43,17,55,61,87,19,98,67,94,10,71,16,67,27,10,59,67,33,32,72,18,70,81,38,74,96,48,38,48,23,28,51,15,5,10,83,82,63,71,65,89,31,69,58,58,85,79,61,8,39,8,26,44,23,16,18,6,15,100,83,50,34,99,99,98,87,52,20,72,94,100,41,7,8,42,83,26,47,94,34,28,58,87,87,66,43,9,78,53,34,60,45,25,76,54,95,35,51,96,45,26,41,9,64,27,99,62,87,94,49,67,76,34,95,9,12,53,95,50,46,69,2,20,35,88,53,6,75,22,31,69,15,78,0,12,88,50,22,24,70,36,35,3,58,84,43,86,91,3,57,53,34,77,90,3,26,18,63,87,65,31,45,59,18,2,90,71,77,100,25,20,8,0,5,95,58,90,16,16,94,0,49,80,28,26,85,54,82,33,10,58,97,24,66,94,9,99,96,86,65,17,74,50,83,79,10,77,80,93,82,69,21,1,6,70,54,88,86,46,0,96,60,66,2,5,23,82,32,76,84,100,78,61,100,19,37,25,26,9,51,54,41,77,64,96,89,69,57,75,18,91,56,31,67,0,87,62,50,0,85,47,89,76,38,45,89,58,41,15,43,97,52,75,44,96,2,32,42,73,29,48,47,26,93,72,92,12,1,52,37,85,79,19,42,96,56
